patent,firstname,lastname,lawcountry,orgname,lawseq
05704558,KELLY;,DENNIS,unknown,"",1
05705031,KELLY;,DENNIS,unknown,"",0
05705291,WHITE;,N.,unknown,"",0
05705036,"","",unknown,"KIRKPATRICK & LOCKHART LLP",0
05706171,TOWNSEND;,L.,unknown,"",0
05704747,TOWNSEND;,L.,unknown,"",0
05705726,KEEN;,D.,unknown,"",0
05706306,PARSONS;,A.,unknown,"",0
05706319,"","",unknown,"PANITCH SCHWARZE JACOBS & NADEL, P.C.",0
05704572,"","",unknown,"SCHWARTZ & WEINRIEB",0
05704717,"","",unknown,"MARSHALL, O'TOOLE, GERSTEIN, MURRAY & BORUN",0
05704343,BERES;,J.,unknown,"",0
05706152,"","",unknown,"HAYES, SOLOWAY, HENNESSEY, GROSSMAN & HAGE, P.C.",0
05704746,"","",unknown,"KANE,DALSIMER,SULLIVAN,KURUCZ,LEVY,EISELE AND RICHARD, LLP",0
05706157,"","",unknown,"FAY, SHARPE, BEALL, FAGAN, MINNICH & MCKEE",0
05706492,"","",unknown,"BLAKELY, SOKOLOFF, TAYLOR & ZAFMAN",0
05705047,"","",unknown,"BARNES, KISSELLE, RAISCH,CHOATE, WHITTEMORE & HULBERT, P.C.",0
05705056,"","",unknown,"FITCH, EVEN, TABIN & FLANNERY",0
05705862,MORAN;,J.,unknown,"",0
05706515,MORAN;,J.,unknown,"",0
05706501,"","",unknown,"OLIFF & BERRIDGE",0
05706077,"","",unknown,"FITZPATRICK, CELLA, HARPER & SCINTO",0
05705325,"","",unknown,"FITZPATRICK, CELLA, HARPER & SCINTO",0
05704986,ACKERMAN;,B.,unknown,"",1
05706099,"","",unknown,"OLIFF & BERRIDGE",0
05706084,KUSMISS;,H.,unknown,"",0
05705604,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
05704566,LAMPE;,R.,unknown,"",0
05704174,"","",unknown,"HEDMAN, GIBSON & COSTIGAN, P.C.",0
05705290,SHOUP;,W.,unknown,"",0
05704491,"","",unknown,"ARNOLD, WHITE & DURKEE",0
05705779,FRIEDENSON;,P.,unknown,"",0
05706399,JUDSON;,H.,unknown,"",0
05704091,"","",unknown,"PEARNE, GORDON, MCCOY & GRANGER LLP",0
05704959,"","",unknown,"YOUNG & THOMPSON",0
05704426,RYBERG;,J.,unknown,"",2
05704706,"LAWRENCE,",C.,unknown,"",0
05705855,GARDNER;,A.,unknown,"",0
05704445,LAMBERT;,R.,unknown,"",0
05705521,"","",unknown,"WHITHAM, CURTIS, WHITHAM & MCGINN",0
05705853,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705297,WHITE;,N.,unknown,"",0
05705659,"","",unknown,"DARBY & DARBY",0
05705686,"","",unknown,"CUSHMAN DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05705001,"","",unknown,"OSTROLENK, FABER, GERB & SOFFEN, LLP",0
05706186,MILLER;,M.,unknown,"",1
05704196,"","",unknown,"PETERSON, WICKS, NEMER & KAMRATH, P.A.",0
05705594,"","",unknown,"SPRUNG KRAMER SCHAEFER & BRISCOE",0
05704077,MIDDLETON;,B.,unknown,"",0
05706484,"","",unknown,"BLAKELY, SOKOLOFF, TAYLOR & ZAFMAN",0
PP101818,WHEALY;,A.,unknown,"",0
05706508,TIMAR;,J.,unknown,"",1
05705864,"","",unknown,"FITZPATRICK, CELLA, HARPER & SCINTO",0
05706061,KESTERSON;,C.,unknown,"",1
05705861,GREENBERG;,A.,unknown,"",1
05705264,"","",unknown,"ADAMS LAW FIRM, P.A.",0
05705860,"FISH,",M.,unknown,"",0
05705600,GWINNELL;,J.,unknown,"",1
05705756,"","",unknown,"LARSON AND TAYLOR",0
05705088,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05704532,KLEIN;,I.,unknown,"",1
05705753,SCHWARTZ;,M.,unknown,"",0
05704734,PRIZZI;,J.,unknown,"",0
05704697,DUBNO;,HERBERT,unknown,"",0
05704521,"","",unknown,"WATSON COLE STEVENS DAVIS, P.L.L.C.",0
05704739,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704529,EBERT;,MICHAEL,unknown,"",0
05704774,"","",unknown,"WATSON COLE STEVENS DAVIS, P.L.L.C.",0
05704541,CATANIA;,A.,unknown,"",0
05704208,GETZ;,D.,unknown,"",0
05706029,"","",unknown,"CURTIS, MORRIS & SAFFORD, P.C.",0
05705062,EPSTEIN;,H.,unknown,"",1
05705690,SIMON;,JAY,unknown,"",1
05705730,TOLOMEI;,G.,unknown,"",1
05704198,"","",unknown,"CHERNOFF, VILHAUER, MCCLUNG & STENZEL",0
05706059,"","",unknown,"SKJERVEN, MORRILL, MACPHERSON, FRANKLIN & FRIEL",1
05705312,KISPERT;,A.,unknown,"",0
05705078,SNYDER;,I.,unknown,"",1
05704313,"","",unknown,"WADDEY & PATTERSON",1
05704761,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705245,GRASS;,J.,unknown,"",0
05704523,"","",unknown,"PRO-TECHTOR INTERNATIONAL",0
05704095,BLOOM;,LEONARD,unknown,"",0
05705037,"","",unknown,"VICKERS, DANIELS & YOUNG",0
05706081,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704993,COTTRELL;,H.,unknown,"",0
05705244,LINEK;,V.,unknown,"",0
05704153,"","",unknown,"PERMAN & GREEN, LLP",0
05704547,"","",unknown,"LADAS & PARRY",0
05704189,FITZGIBBON;,T.,unknown,"",0
05704488,"","",unknown,"KIRSCHSTEIN, ET AL.",0
05704765,MAIRE;,G.,unknown,"",0
05706043,"","",unknown,"AMSTER ROTHSTEIN & EBENSTEIN",0
05704519,"","",unknown,"OSTROLENK, FABER, GERB & SOFFEN, LLP",0
05706046,CONLIN;,G.,unknown,"",0
05704517,COLE;,W.,unknown,"",0
05706285,COLE;,W.,unknown,"",0
05705750,"","",unknown,"NIKAIDO MARMELSTEIN MURRAY AND ORAM LLP",0
05705069,"","",unknown,"HEDMAN, GIBSON & COSTIGAN, P.C.",0
05704842,GOLTRY;,W.,unknown,"",1
05704541,"","",unknown,"MCANDREWS, HELD & MALLOY, LTD.",1
05706217,DENSON-LOW;,K.,unknown,"",2
05706051,"","",unknown,"GREENBLUM & BERNSTEIN, P.L.C.",0
05704171,ROSEN;,J.,unknown,"",0
05705369,RICHARDSON;,KEN,unknown,"",1
05704520,MAHER;,L.,unknown,"",0
05704435,"","",unknown,"MICHAEL, BEST & FRIEDRICH",0
05704286,"","",unknown,"FINNEGAN, HENERSON, FARABOW, GARRETT & DUNNER, L.L.P.",0
05706056,FROMMER;,S.,unknown,"",0
05706042,BIERMAN;,B.,unknown,"",1
05704589,"","",unknown,"SENNIGER, POWERS, LEAVITT & ROEDEL",0
05706057,TRIPOLI;,S.,unknown,"",0
05704441,KLEIN;,I.,unknown,"",1
05706045,"","",unknown,"FINNEGAN, HENDERSON, FARABOW, GARRETT & DUNNER, L.L.P.",0
05705685,DICKINSON;,TODD,unknown,"",0
05704518,GREENBERG;,A.,unknown,"",1
05705062,PARISE;,P.,unknown,"",2
05705064,ZELENKA;,MICHAEL,unknown,"",0
05704657,"","",unknown,"HEDMAN, GIBSON & COSTIGAN, P.C.",0
05705340,"","",unknown,"DARBY & DARBY",0
05705385,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
05705559,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705300,"","",unknown,"MORGAN & FINNEGAN, LLP",0
05705073,"","",unknown,"STEINBERG, RASKIN & DAVIDSON, P.C.",0
05704277,"","",unknown,"MAJESTIC, PARSONS, SIEBERT & HSUE",0
05705299,KESTERSON;,C.,unknown,"",1
05705868,MCCARTHY;,K.,unknown,"",2
05705078,MCBRIDE;,K.,unknown,"",0
05705299,DONALDSON;,L.,unknown,"",2
05706198,"","",unknown,"FELFE & LYNCH",0
05704768,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705382,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705606,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW, LLP",0
05706056,SINDERBRAND;,ALVIN,unknown,"",1
05704952,KIRN;,N.,unknown,"",1
PP101788,"","",unknown,"CHRISTIE, PARKER & HALE, LLP",0
05706218,"","",unknown,"BLAKELY, SOKOLOFF, TAYLOR & ZAFMAN",0
05704686,"","",unknown,"BLAKELY, SOKOLOFF, TAYLOR & ZAFMAN",0
05704444,DZIEGIELEWSKI;,GREG,unknown,"",0
05705062,JOHNSTON;,W.,unknown,"",0
05705311,MACCARONE;,D.,unknown,"",0
05706207,GREENBERG;,A.,unknown,"",1
05704379,"","",unknown,"MARSHALL & MELHORN",0
05704164,"","",unknown,"THOMAS, KAYDEN, HORSTEMEYER & RISLEY",0
05704363,WATSON;,P.,unknown,"",0
05704187,"","",unknown,"RENNER KENNER GREIVE BOBAK TAYLOR & WEBER",0
05704398,"","",unknown,"KENNEDY COVINGTON LOBDELL & HICKMAN LLP",0
05704732,EDWARDS;,J.,unknown,"",0
05704082,PIZARRO;,L.,unknown,"",0
05706038,MARTIN;,L.,unknown,"",0
05706472,"","",unknown,"COMPUTER LAW",0
05704997,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05706325,HESS;,C.,unknown,"",0
05705242,"","",unknown,"WORKMAN, NYDEGGER & SEELEY",0
05705684,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705513,BONNER;,L.,unknown,"",1
05705883,HAWRANKO;,E.,unknown,"",0
05706061,KLINGER;,C.,unknown,"",0
05705858,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704115,DRUMHELLER;,L.,unknown,"",0
05705641,KELLY;,J.,unknown,"",2
05706065,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05706064,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705061,MCBRIDE;,K.,unknown,"",0
05704512,"","",unknown,"DVORAK & ORUM",0
05704272,CROWE;,E.,unknown,"",0
05705009,GREENBERG;,A.,unknown,"",1
05705609,"","",unknown,"CAMPBELL & FLORES, LLP",0
05704243,"","",unknown,"KENYON & KENYON",0
05704743,"","",unknown,"YOUNG & THOMPSON",0
05705746,BACH;,J.,unknown,"",0
05705060,"","",unknown,"YOUNG & THOMPSON",0
05705009,LERNER;,L.,unknown,"",0
05705053,KEEN;,D.,unknown,"",1
05704259,"MCGLYNN,",BLISS,unknown,"",0
05705944,"","",unknown,"BARNES, KISSELLE, RAISCH, CHOATE, WHITTEMORE & HULBERT, P.C.",0
05705079,"","",unknown,"HALE AND DORR LLP",0
05704994,"","",unknown,"BIRCH, STEWART, KOLASCH & BIRCH, LLP",0
05704353,KLEINBERG;,H.,unknown,"",1
05704326,"","",unknown,"EVENSON, MCKEOWN, EDWARDS & LENAHAN, P.L.L.C.",0
05706507,"","",unknown,"WHITHAM, CURTIS, WHITHAM & MCGINN",1
05704354,"","",unknown,"KENYON & KENYON",0
05704744,"","",unknown,"ANDERSON KILL & OLICK, P.C.",0
05705248,BARTLETT;,C.,unknown,"",0
05705856,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05704552,"","",unknown,"TREXLER, BUSHNELL, GIANGIORGI & BLACKSTONE, LTD.",0
05706502,CRISMAN;,J.,unknown,"",1
05704648,"","",unknown,"DARBY & DARBY",0
05706496,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
05704745,LAMB;,G.,unknown,"",0
05705845,"","",unknown,"RATNER & PRESTIA",0
05705690,DVORAK;,J.,unknown,"",0
05704410,ROSENBERG;,J.,unknown,"",0
05704782,"","",unknown,"YOUNG & THOMPSON",0
05706465,"","",unknown,"ANTONELLI, TERRY, STOUT, & KRAUS, LLP",0
05704380,"NATH,",M.,unknown,"",1
05705669,"","",unknown,"CONNOLLY AND HUTZ",0
05705393,"","",unknown,"JONES & ASKEW",0
05706107,ALKOV;,A.,unknown,"",0
05704526,KLEIN;,I.,unknown,"",1
05705842,"","",unknown,"ROSSI & ASSOCIATES",0
RE357090,GRISWOLD;,L.,unknown,"",0
05706030,"","",unknown,"KANE,DALSIMER, SULLIVAN,KURUCZ,LEVY,EISELE AND RICHARD, LLP",0
05705021,"","",unknown,"VOLPE AND KOENIG, P.C.",0
05704223,"","",unknown,"PEARNE, GORDON, MCCOY & GRANGER LLP",0
05705681,"","",unknown,"SCULLY, SCOTT, MURPHY & PRESSER",0
05704205,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, L.L.P.",0
05705051,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05705397,"","",unknown,"NIXON & VANDERHYE",0
05706085,GREENBERG;,A.,unknown,"",1
05705042,"","",unknown,"TRASK, BRITT & ROSSA",0
05704305,"","",unknown,"CISLO & THOMAS",0
05706475,"","",unknown,"KERKHAM, STOWELL, KONDRACKI & CLARKE, P.C.",1
05705011,"","",unknown,"AMSTER, ROTHSTEIN & EBENSTEIN",0
05705600,HARDING;,A.,unknown,"",0
05704567,TISCHER;,H.,unknown,"",0
05705075,JAESCHKE;,C.,unknown,"",1
05704312,"ANDRADE,",C.,unknown,"",0
05705435,ACKERMAN;,B.,unknown,"",1
05705679,CASSADY;,R.,unknown,"",0
05706500,CUTTER;,D.,unknown,"",0
05705251,ALEXANDER;,J.,unknown,"",0
05704064,"","",unknown,"LAPPIN & KUSMER LLP",0
05706095,COHEN;,B.,unknown,"",0
05704675,"","",unknown,"MILLER NASH WIENER HAGER & CARLSEN LLP",0
05704690,"","",unknown,"LERNER, DAVID, LITTENBERG, KRUMHOLZ & MENTLIK",0
05704989,OATHOUT;,A.,unknown,"",0
PP101800,WHEALY;,A.,unknown,"",0
05705103,MATALON;,JACK,unknown,"",0
05704135,KIMBELL;,R.,unknown,"",0
05704539,CATANIA;,A.,unknown,"",0
05704548,"","",unknown,"LARSON & LARSON, P.A.",1
05705846,"","",unknown,"LIMBACH & LIMBACH L.L.P.",0
05704416,"","",unknown,"COHEN, PONTANI, LIEBERMAN & PAVANE",0
05704701,"","",unknown,"LERNER, DAVID, LITTENBERG, KRUMHOLZ & MENTLIK",0
05705863,SHUSTER;,JACOB,unknown,"",1
05705061,"SPEARS,",F.,unknown,"",1
05704407,"","",unknown,"BELL SELTZER INTELLECTUAL PROPERTY LAW GROUP OF ALSTON & BIRD LLP",0
05706486,YEADON;,B.,unknown,"",0
05704210,"","",unknown,"SCHWEITZER CORNMAN GROSS & BONDELL LLP",0
05704271,"","",unknown,"FLYNN, THIEL, BOUTELL & TANIS, P.C.",0
05704635,COLE;,W.,unknown,"",0
05705712,SNYDER;,I.,unknown,"",1
05704072,MARTINEAU;,FRAN.CEDILLA.OIS,unknown,"",0
05705012,MANNIX;,G.,unknown,"",1
05705097,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705007,SANTA,S.,unknown,"",0
05706068,"","",unknown,"MYERS LINIAK BERENATO",0
05705294,"","",unknown,"WELLS, ST. JOHN, ROBERTS, GREGORY & MATKIN, P.S.",0
05704467,"","",unknown,"FIELDS & JOHNSON, P.C.",0
05705874,"","",unknown,"SCHWEITZER CORNMAN GROSS & BONDELL LLP",0
05704212,"","",unknown,"WELLS, ST. JOHN, ROBERTS, GREGORY & MATKIN, P.S.",0
05705288,"","",unknown,"OSTROLENK, FABER, GERB & SOFFEN, LLP",0
05705593,GIL;,C.,unknown,"",0
05704965,HULTQUIST;,J.,unknown,"",0
05704559,"","",unknown,"LERNER, DAVID, LITTENBERG, KRUMHOLZ & MENTLIK",0
05706377,MORRA;,A.,unknown,"",0
05706515,WILLIAMS;,S.,unknown,"",1
05704372,"","",unknown,"LIMBACH & LIMBACH L.L.P.",0
05704202,"","",unknown,"DRESSLER, ROCKEY, MILNAMOW & KATZ, LTD.",0
05705713,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, L.L.P.",0
05706149,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05706361,ROBERTS;,E.,unknown,"",1
05706497,FEIG;,J.,unknown,"",0
05705711,RIES;,G.,unknown,"",2
05704896,"","",unknown,"FOLEY & LARDNER",0
05705672,GIL;,C.,unknown,"",0
05706512,"KAPPOS,",J.,unknown,"",0
05706066,CONLIN;,G.,unknown,"",0
05704998,"","",unknown,"WOOD, HERRON & EVANS, L.L.P.",0
05704563,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05706106,"STAPLER,",ALFRED,unknown,"",0
05704640,FIELD;,I.,unknown,"",0
05704296,"","",unknown,"JAMES RAY & ASSOCIATES",0
05704260,"BAXLEY,",E.,unknown,"",0
05706309,"","",unknown,"ANTONELLI, TERRY, STOUT, & KRAUS, LLP",0
05705863,FORREST;,JOHN,unknown,"",0
05705240,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705682,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05704149,"","",unknown,"NIRO, SCAVONE, HALLER & NIRO",0
05705041,DONALDSON;,L.,unknown,"",1
05704983,"","",unknown,"LERNER, DAVID, LITTENBERG, KRUMHOLZ & MENTLIK",0
05705149,DAVIS;,J.,unknown,"",0
05704789,"","",unknown,"DARBY & DARBY",0
05704709,"","",unknown,"ROBERT W. BECKER & ASSOCIATES",0
05705239,"","",unknown,"WORKMAN, NYDEGGER & SEELEY",0
05705265,"UXA,",J.,unknown,"",0
05706232,JORGENSON;,K.,unknown,"",1
05705941,WOLIN;,A.,unknown,"",0
05704778,"","",unknown,"CHRISTIE, PARKER & HALE, LLP",0
05705412,KAGAN;,A.,unknown,"",1
05705072,BANI-JAMALI;,MARYAM,unknown,"",0
05705336,"","",unknown,"BIRCH, STEWART, KOLASCH & BIRCH, LLP",0
05705715,"","",unknown,"SPRUNG KRAMER SCHAEFFER & BRISCOE",0
05706048,GORRIE;,J.,unknown,"",0
05705676,EVEARITT;,A.,unknown,"",1
05705945,ACKERMAN;,B.,unknown,"",1
05704429,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05705018,"","",unknown,"PRICE, GESS & UBELL",0
05705868,"HELLER,",P.,unknown,"",1
05706165,"","",unknown,"KUBOVCIK & KUBOVCIK",0
05704469,SKULA;,RICHARD,unknown,"",0
05705299,REED;,L.,unknown,"",0
05704192,"","",unknown,"LADAS & PARRY",0
05704267,"","",unknown,"VICKERS, DANIELS & YOUNG",0
05705427,GALANTHAY;,E.,unknown,"",0
05704413,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05705641,SCHULTZ;,M.,unknown,"",1
05705880,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05704148,"","",unknown,"SCHWEITZER CORNMAN GROSS & BONDELL LLP",0
05704976,MCDONNELL;,E.,unknown,"",0
05704458,"","",unknown,"BIERMAN, MUSERLIAN & LUCAS",0
05706167,"BUSHNELL,",E.,unknown,"",0
05705391,BOGOSIAN;,C.,unknown,"",0
05705592,CONNAUGHTON;,MARTIN,unknown,"",0
05704415,"","",unknown,"HESLIN & ROTHENBERG, P.C.",0
05705374,MCLEOD;,C.,unknown,"",0
05705550,"","",unknown,"DEPAOLI & FRENKEL, P.C.",0
05705334,"","",unknown,"TESTA, HURWITZ & THIBEAULT, LLP",0
05706318,"","",unknown,"NIXON & VANDERHYE P.C.",0
05705028,"","",unknown,"LOEB & LOEB LLP",0
05705840,WRIGHT;,H.,unknown,"",0
05705878,"","",unknown,"JONES, TULLAR & COOPER, P.C.",0
05705272,"","",unknown,"FITZPATRICK, CELLA, HARPER & SCINTO",0
05704776,"","",unknown,"LADAS & PARRY",0
05705016,"","",unknown,"WEBB ZIESENHEIM BRUENING LOGSDON ORKIN & HANSON, P.C.",0
05705571,"","",unknown,"FISH & RICHARDSON P.C.",0
05704419,CUTTER;,D.,unknown,"",0
05706150,"","",unknown,"WOODCOCK WASHBURN KURTZ MACKIEWICZ & NORRIS LLP",0
05705077,PAIKOFF;,A.,unknown,"",1
05705576,HEIDRICH;,A.,unknown,"",1
05706132,JENSEN;,C.,unknown,"",2
05705030,FADO;,JOHN,unknown,"",1
05704570,"","",unknown,"BIRCH, STEWART, KOLASCH & BIRCH, LLP",0
05704315,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05704402,ROBERTSON;,M.,unknown,"",1
05704965,ELLIOTT;,R.,unknown,"",1
05704309,"","",unknown,"BAKER & MCKENZIE",0
05704502,"","",unknown,"DARBY & DARBY",0
05706092,SCHUBERT;,C.,unknown,"",0
05706482,"","",unknown,"LAFF, WHITESEL, CONTE & SARET, LTD.",0
05706508,KEOHANE;,T.,unknown,"",0
05705873,"","",unknown,"ROBIN, BLECKER, DALEY AND DRISCOLL",0
05705772,EGGINS;,W.,unknown,"",0
05705223,"","",unknown,"THORNTON & THORNTON",1
05704401,"","",unknown,"WHITHAM, CURTIS, WHITHAM & MCGINN",0
05705567,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05706098,"D'ALESSANDRO;",RALPH,unknown,"",0
05706455,GOLDEN;,I.,unknown,"",2
05705281,NARCISO;,L.,unknown,"",1
05704298,"","",unknown,"FLYNN, THIEL, BOUTELL & TANIS, P.C.",0
05705646,CREAGAN;,TIMOTHY,unknown,"",2
05705257,"","",unknown,"MCANDREWS, HELD & MALLOY, LTD.",0
05706398,"","",unknown,"CHRISTENSEN O'CONNOR JOHNSON & KINDNESS PLLC",0
05704637,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
05704417,"","",unknown,"MCANDREWS, HELD & MALLOY, LTD.",0
05704182,"","",unknown,"HARNESS, DICKEY & PIERCE, P.L.C.",0
05705096,"","",unknown,"DARBY & DARBY",0
05705705,"","",unknown,"LARSON & TAYLOR",0
05705113,"","",unknown,"VAN DYKE, GARDNER, LINN & BURKHART, LLP",0
05705013,WEIRICH;,M.,unknown,"",0
05705267,"","",unknown,"SPRUNG KRAMER SCHAEFER & BRISCOE",0
05704792,DENSON-LOW;,K.,unknown,"",2
05704490,"","",unknown,"KANE, DALSIMER, SULLIVAN, KURUCZ, LEVY, EISELE AND RICHARD",0
05705157,"","",unknown,"WOODCOCK WASHBURN KURTZ MACKIEWICZ & NORRIS LLP",0
05704110,"","",unknown,"FURGANG & MILDE, LLP",0
05706372,NAVARRE;,A.,unknown,"",0
05706447,ROBERTS;,L.,unknown,"",2
05706297,PETERSEN;,R.,unknown,"",2
05706113,"","",unknown,"FINNEGAN, HENDERSON, FARABOW, GARRETT & DUNNER, L.L.P.",0
05706118,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705729,KEEN;,D.,unknown,"",0
05704249,"","",unknown,"PRICE, HENEVELD, COOPER, DEWITT & LITTON",0
05706395,HOEL;,H.,unknown,"",0
05705425,"","",unknown,"STAAS & HALSEY",0
05704381,"HOCH,",J.,unknown,"",1
05706273,"","",unknown,"CUSHMAN, DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05705900,"","",unknown,"FISH & RICHARDSON P.C.",0
05704240,BROWNLEE;,W.,unknown,"",0
05705708,"","",unknown,"SCULLY, SCOTT, MURPHY & PRESSER",0
05706426,"","",unknown,"BARNES, KISSELLE, RAISCH, CHOATE, WHITTEMORE & HULBERT, P.C.",0
05705310,MAGEE;,H.,unknown,"",0
05704489,"","",unknown,"STETINA BRUNDA GARRED & BRUCKER",0
05704229,ROSENBLUM;,M.,unknown,"",0
05706384,"","",unknown,"NIXON & VANDERHYE P.C.",0
05705767,CLOHAN;,S.,unknown,"",0
05705438,SAILE;,O.,unknown,"",0
05706406,BRUNTON;,E.,unknown,"",0
05704627,VOLK;,L.,unknown,"",1
05705428,SAILE;,O.,unknown,"",0
05706175,"","",unknown,"FINNEGAN, HENDERSON, FARABOW, GARRETT & DUNNER, L.L.P.",0
05704370,STRIKER;,J.,unknown,"",0
05706208,GRISWOLD;,L.,unknown,"",0
05704951,"","",unknown,"CONNOLLY AND HUTZ",0
05704787,"","",unknown,"BAKER, MAXHAM, JESTER & MEADOR",0
05706395,BRADY;,JAMES,unknown,"",1
05705273,POLLICK;,J.,unknown,"",0
05704475,EVANS;,W.,unknown,"",2
05704757,"","",unknown,"KANESAKA & TAKEUCHI",0
05705831,"","",unknown,"RENNER, OTTO, BOISSELLE & SKLAR",0
05705433,WILSON;,JAMES,unknown,"",0
05704377,"","",unknown,"WORKMAN, NYDEGGER & SEELEY",0
05704780,SCHWAB;,L.,unknown,"",0
05704813,"","",unknown,"WATTS, HOFFMAN, FISHER & HEINKE, CO., L.P.A.",0
05704777,ZIMMERMAN;,HARRIS,unknown,"",0
05704772,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW, LLP",0
05705564,"","",unknown,"SIM & MCBURNEY",0
05706166,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05705225,MORRIS;,E.,unknown,"",0
05704808,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
05705657,MODIANO;,GUIDO,unknown,"",0
05704773,"","",unknown,"BAKER & BOTTS, LLP",0
05704793,WALSH;,J.,unknown,"",0
05705653,YANG;,M.,unknown,"",0
05706115,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05706453,LIN;,BO-IN,unknown,"",0
05704399,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05706360,"","",unknown,"PLEVY & ASSOCIATES",0
05704122,"","",unknown,"PANITCH SCHWARZE JACOBS & NADEL, P.C.",0
05706299,"","",unknown,"WARE, FRESSOLA, VAN DER SLUYS & ADOLPHSON LLP",0
05705249,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
05706126,"","",unknown,"WHITHAM, CURTIS, WHITHAM & MCGINN",0
05705478,"","",unknown,"MORRISON & FOERSTER LLP",0
05705438,ACKERMAN;,B.,unknown,"",1
05705523,RICHARDSON;,C.,unknown,"",0
05706363,"","",unknown,"LOEB & LOEB LLP",0
05705110,HARMS;,L.,unknown,"",0
05705045,WHITE;,P.,unknown,"",0
05705938,YOUNG;,M.,unknown,"",0
05705499,STEMPEL;,R.,unknown,"",1
05706468,"","",unknown,"HELFGOTT & KARAS, P.C.",0
05705380,"SHERWOOD,",PAMELA,unknown,"",1
05706195,SNYDER;,MARVIN,unknown,"",1
05706210,"","",unknown,"HELFGOTT & KARAS, P.C.",0
05704652,"","",unknown,"HELFGOTT & KARAS, P.C.",0
05706135,INGRAHAM;,S.,unknown,"",0
05704245,"","",unknown,"PEARNE, GORDON, MCCOY & GRANGER LLP",0
05704400,"","",unknown,"LYON & LYON LLP",0
05706427,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
05704837,"","",unknown,"OLIFF & BERRIDGE",0
05705933,"","",unknown,"MORGAN & FINNEGAN, LLP",0
05704784,ROZSA;,I.,unknown,"",0
05704142,"","",unknown,"MERCHANT, GOULD, SMITH, EDELL, WELTER & SCHMIDT, P.A.",0
05706371,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
05705538,"","",unknown,"RADER, FISHMAN AND GRAUER PLLC",0
05705947,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
